Row,Time,Temperature1(Temperature:Thermocouple),Temperature2(Temperature:Thermocouple),Temperature3(Temperature:Thermocouple),Temperature4(Temperature:Thermocouple),Temperature5(Temperature:Thermocouple),Temperature6(Temperature:Thermocouple),Temperature7(Temperature:Thermocouple),Temperature8(Temperature:Thermocouple),Temperature9(Temperature:Thermocouple),Temperature10(Temperature:Thermocouple),Temperature11(Temperature:Thermocouple),Temperature12(Temperature:Thermocouple),Temperature13(Temperature:Thermocouple),Temperature14(Temperature:Thermocouple),Temperature15(Temperature:Thermocouple),Temperature16(Temperature:Thermocouple),Temperature17(Temperature:Thermocouple),Temperature18(Temperature:Thermocouple),Temperature19(Temperature:Thermocouple),Temperature20(Temperature:Thermocouple),Temperature21(Temperature:Thermocouple),Temperature22(Temperature:Thermocouple),Temperature23(Temperature:Thermocouple),Temperature24(Temperature:Thermocouple),Temperature25(Temperature:Thermocouple),Temperature26(Temperature:Thermocouple),Temperature27(Temperature:Thermocouple),Temperature28(Temperature:Thermocouple),Temperature29(Temperature:Thermocouple),Temperature30(Temperature:Thermocouple),Temperature31(Temperature:Thermocouple),Temperature32(Temperature:Thermocouple),Temperature33(Temperature:Thermocouple),Temperature34(Temperature:Thermocouple),Temperature35(Temperature:Thermocouple),Temperature36(Temperature:Thermocouple),Temperature37(Temperature:Thermocouple),Temperature38(Temperature:Thermocouple),Temperature39(Temperature:Thermocouple),Temperature40(Temperature:Thermocouple),Temperature41(Temperature:Thermocouple),Temperature42(Temperature:Thermocouple),Temperature43(Temperature:Thermocouple),Temperature44(Temperature:Thermocouple),Temperature45(Temperature:Thermocouple),Temperature46(Temperature:Thermocouple),Temperature47(Temperature:Thermocouple),Temperature48(Temperature:Thermocouple),Temperature49(Temperature:Thermocouple),Temperature50(Temperature:Thermocouple),Temperature51(Temperature:Thermocouple),Temperature52(Temperature:Thermocouple),Temperature53(Temperature:Thermocouple),Temperature54(Temperature:Thermocouple),Temperature55(Temperature:Thermocouple),Temperature56(Temperature:Thermocouple),Temperature57(Temperature:Thermocouple),Temperature58(Temperature:Thermocouple),Temperature59(Temperature:Thermocouple),Temperature60(Temperature:Thermocouple),Temperature61(Temperature:Thermocouple),Temperature62(Temperature:Thermocouple),Temperature63(Temperature:Thermocouple),Temperature64(Temperature:Thermocouple),Temperature65(Temperature:Thermocouple),Temperature66(Temperature:Thermocouple),Temperature67(Temperature:Thermocouple),Temperature68(Temperature:Thermocouple),Temperature69(Temperature:Thermocouple),Temperature70(Temperature:Thermocouple),Temperature71(Temperature:Thermocouple),Temperature72(Temperature:Thermocouple),Temperature73(Temperature:Thermocouple),Temperature74(Temperature:Thermocouple),Temperature75(Temperature:Thermocouple),Temperature76(Temperature:Thermocouple),Temperature77(Temperature:Thermocouple),Temperature78(Temperature:Thermocouple),Temperature79(Temperature:Thermocouple),Temperature80(Temperature:Thermocouple),Temperature81(Temperature:Thermocouple),Temperature82(Temperature:Thermocouple),Temperature83(Temperature:Thermocouple),Temperature84(Temperature:Thermocouple),Temperature85(Temperature:Thermocouple),Temperature86(Temperature:Thermocouple),Temperature87(Temperature:Thermocouple),Temperature88(Temperature:Thermocouple),Temperature89(Temperature:Thermocouple),Temperature90(Temperature:Thermocouple),Temperature91(Temperature:Thermocouple),Temperature92(Temperature:Thermocouple),Temperature93(Temperature:Thermocouple),Temperature94(Temperature:Thermocouple),Temperature95(Temperature:Thermocouple),Temperature96(Temperature:Thermocouple),Temperature97(Temperature:Thermocouple),Temperature98(Temperature:Thermocouple),Temperature99(Temperature:Thermocouple),Temperature100(Temperature:Thermocouple),Temperature101(Temperature:Thermocouple),Temperature102(Temperature:Thermocouple),Temperature103(Temperature:Thermocouple),Temperature104(Temperature:Thermocouple),Temperature105(Temperature:Thermocouple),Temperature106(Temperature:Thermocouple),Temperature107(Temperature:Thermocouple),Temperature108(Temperature:Thermocouple),Temperature109(Temperature:Thermocouple),Temperature110(Temperature:Thermocouple),Temperature111(Temperature:Thermocouple),Temperature112(Temperature:Thermocouple),Temperature113(Temperature:Thermocouple),Temperature114(Temperature:Thermocouple),Temperature115(Temperature:Thermocouple),Temperature116(Temperature:Thermocouple),Temperature117(Temperature:Thermocouple),Temperature118(Temperature:Thermocouple),Temperature119(Temperature:Thermocouple),Temperature120(Temperature:Thermocouple)
82,8:19:59 AM,30.7068,31.0849,31.0962,31.1936,31.3625,30.686,30.9052,31.3202,31.5865,31.5214,30.9029,31.0911,31.3325,31.6593,31.6888,30.8706,31.2582,31.614,31.4657,31.5286,30.9116,31.3658,31.3741,31.2372,31.4749,30.4767,31.197,31.0908,31.1111,31.2271,30.6794,30.9185,31.4709,31.7714,31.7341,30.856,31.2456,31.4875,31.5519,31.6379,30.8636,31.273,31.4886,31.7252,31.5831,30.9461,31.3082,31.591,31.1946,31.3918,30.6334,31.0932,31.6033,31.6784,31.6985,30.9403,31.0151,31.5181,31.7976,31.6861,30.9904,31.2486,31.312,31.5693,31.7181,30.9689,31.1407,30.8966,31.5798,31.736,31.0808,31.2902,31.4834,31.2968,31.3075,30.7606,30.847,31.0575,31.4215,31.5457,30.6028,30.9899,31.4284,31.4976,31.7136,30.9841,31.2358,31.4113,31.5407,31.7461,30.8355,31.1195,31.4523,31.5231,31.7043,30.8246,31.3025,31.4161,31.1921,31.3132,30.7687,31.1577,31.3067,31.2579,31.719,30.856,31.1243,31.5937,31.637,31.9231,31.2412,31.2682,31.685,31.6936,31.9322,31.0388,31.3466,31.5314,31.7138,31.802
83,8:20:19 AM,30.7021,31.0838,31.1358,31.2036,31.3651,30.696,30.9078,31.297,31.5891,31.5277,30.9277,31.0937,31.3055,31.6545,31.6397,30.8732,31.2608,31.6129,31.4609,31.5238,30.9179,31.2944,31.384,31.2102,31.5071,30.4805,31.2156,31.0761,31.1112,31.2272,30.6869,30.9149,31.4674,31.7826,31.7305,30.8562,31.2457,31.4728,31.5446,31.6158,30.8674,31.2694,31.5035,31.7216,31.5832,30.9573,31.2824,31.5837,31.2132,31.3808,30.6437,31.0997,31.5841,31.6517,31.6866,30.9247,31.0106,31.5283,31.8078,31.6779,30.9785,31.2478,31.3223,31.5648,31.7173,30.9571,31.151,30.8958,31.5642,31.7463,31.0837,31.2893,31.4789,31.3034,31.3104,30.7832,30.8586,31.0653,31.4145,31.5351,30.6032,31.0163,31.4326,31.5054,31.7177,30.9549,31.2326,31.3821,31.5485,31.7244,30.8396,31.1125,31.475,31.5124,31.7047,30.8325,31.2807,31.4018,31.1999,31.284,30.7875,31.1802,31.3329,31.2618,31.7673,30.86,31.1542,31.6014,31.6594,31.9345,31.2452,31.2833,31.6963,31.7198,31.951,31.0428,31.3691,31.5501,31.7621,31.817
84,8:20:39 AM,30.7121,31.0975,31.1052,31.1914,31.3603,30.6949,30.9511,31.2959,31.588,31.5266,30.9451,31.1074,31.3191,31.6165,31.6054,30.8721,31.2634,31.586,31.456,31.519,30.8983,31.2267,31.3423,31.1906,31.4838,30.4844,31.2231,31.0836,31.1113,31.2199,30.7018,30.9446,31.4786,31.7901,31.7122,30.86,31.2643,31.4914,31.5521,31.6048,30.8379,31.2511,31.5036,31.7107,31.5833,30.9427,31.2788,31.5543,31.2096,31.3809,30.6454,31.0978,31.5821,31.6239,31.6995,30.9265,31.0161,31.5375,31.8169,31.6945,30.9951,31.2607,31.3537,31.5555,31.7413,30.9589,31.1675,30.9124,31.5734,31.7517,31.0966,31.2873,31.488,31.2979,31.3121,30.7603,30.8504,31.072,31.4248,31.5344,30.5951,31.0045,31.4282,31.5158,31.717,30.9764,31.2356,31.3962,31.5626,31.7016,30.8352,31.1081,31.4558,31.5117,31.6856,30.854,31.2948,31.4121,31.2214,31.3092,30.768,31.168,31.3097,31.2386,31.7737,30.8368,31.1384,31.5819,31.6362,31.9224,31.2331,31.2564,31.6879,31.7002,31.9647,30.9974,31.3533,31.49,31.7316,31.8123
85,8:20:59 AM,30.7506,31.1397,31.1289,31.2077,31.3655,30.7186,30.9933,31.3085,31.6043,31.5318,30.9465,31.1126,31.3095,31.6438,31.5958,30.9106,31.2686,31.6059,31.4834,31.5242,30.9183,31.3096,31.3475,31.1626,31.4963,30.4908,31.2369,31.0937,31.1213,31.2189,30.7304,30.9436,31.4998,31.7632,31.7185,30.8516,31.267,31.5088,31.54,31.6371,30.848,31.2464,31.5432,31.7466,31.5897,30.9676,31.2889,31.5791,31.2086,31.3724,30.6484,31.0971,31.5852,31.601,31.6877,30.9258,31.0228,31.5405,31.8125,31.6939,30.9796,31.2527,31.353,31.577,31.7664,30.9804,31.1891,30.9191,31.5875,31.7547,31.0922,31.3014,31.4947,31.3046,31.3077,30.7646,30.8398,31.0688,31.4142,31.5202,30.5957,30.9828,31.4361,31.4979,31.7175,30.9622,31.2287,31.3968,31.5557,31.7464,30.8061,31.1049,31.4564,31.516,31.6861,30.8323,31.2879,31.4238,31.2034,31.3023,30.7523,31.1708,31.3273,31.2488,31.7653,30.8285,31.1264,31.5848,31.6426,31.9474,31.2507,31.2741,31.6907,31.703,31.9417,31.015,31.3635,31.5261,31.7159,31.7929
86,8:21:19 AM,30.7595,31.1226,31.123,31.1944,31.3485,30.7164,30.954,31.3396,31.5984,31.5222,30.9221,31.1215,31.3517,31.6194,31.6194,30.912,31.2664,31.6148,31.4664,31.5257,30.9309,31.3665,31.3785,31.1936,31.4867,30.491,31.2223,31.0903,31.1068,31.2191,30.701,30.9291,31.5075,31.7671,31.704,30.8667,31.2636,31.5165,31.5661,31.6521,30.852,31.2466,31.573,31.7579,31.5899,30.9826,31.2891,31.6163,31.1977,31.3949,30.639,31.0581,31.5611,31.5657,31.6673,30.9128,31.0061,31.5311,31.8031,31.6845,30.9776,31.236,31.3436,31.5714,31.7719,30.9562,31.176,30.9134,31.5818,31.7306,31.0977,31.2846,31.5001,31.299,31.3095,30.764,30.8466,31.0756,31.421,31.5086,30.5951,30.9933,31.4319,31.5084,31.7317,30.9764,31.2318,31.3814,31.5403,31.7496,30.8092,31.1302,31.4521,31.5006,31.6892,30.8317,31.3095,31.4084,31.2139,31.3165,30.7725,31.1762,31.329,31.2431,31.7818,30.8487,31.1355,31.5976,31.6406,31.9565,31.2562,31.2795,31.6924,31.7231,31.9544,31.0314,31.3541,31.5573,31.725,31.8019
87,8:21:39 AM,30.7499,31.0982,31.1134,31.2033,31.35,30.7105,30.9592,31.3411,31.5962,31.5274,30.9384,31.123,31.331,31.6468,31.6247,30.9024,31.2791,31.6052,31.4679,31.5051,30.9361,31.4198,31.38,31.2062,31.4919,30.5025,31.2263,31.1017,31.1218,31.2194,30.7161,30.9405,31.5115,31.7674,31.7449,30.8855,31.2713,31.5241,31.5812,31.6745,30.8671,31.2469,31.5844,31.725,31.5754,30.9756,31.2968,31.6129,31.2165,31.3914,30.6534,31.0725,31.5681,31.5912,31.6965,30.9495,31.0354,31.5603,31.8175,31.6879,31.0143,31.2615,31.358,31.5932,31.79,31.0003,31.1979,30.939,31.6258,31.7524,31.1269,31.3101,31.5367,31.3246,31.3239,30.7757,30.8361,31.0726,31.429,31.4981,30.592,31.0014,31.4325,31.4979,31.7324,30.9696,31.2251,31.3894,31.5594,31.7317,30.821,31.1419,31.4638,31.4902,31.6862,30.8471,31.3286,31.4238,31.1812,31.2875,30.7926,31.1594,31.3269,31.2336,31.8646,30.854,31.1371,31.5918,31.6385,31.9655,31.2541,31.3033,31.6977,31.7136,31.9487,31.0145,31.3521,31.5442,31.7525,31.8109
88,8:21:59 AM,30.754,31.1467,31.1249,31.2185,31.3503,30.7256,31.0188,31.3674,31.5892,31.5462,30.9573,31.1271,31.372,31.6805,31.6139,30.9065,31.2794,31.6462,31.4756,31.5129,30.9438,31.3462,31.3804,31.2066,31.4848,30.5114,31.2131,31.1033,31.1123,31.2098,30.7028,30.9346,31.5131,31.7911,31.7427,30.8908,31.2581,31.5108,31.5827,31.6539,30.8908,31.23,31.5675,31.7339,31.588,30.9734,31.2947,31.6108,31.2291,31.3819,30.6478,31.0928,31.5663,31.5413,31.6836,30.9402,31.0298,31.5658,31.8156,31.6897,31.042,31.2745,31.3525,31.5692,31.7844,30.9948,31.2071,30.9482,31.6314,31.7727,31.1176,31.3045,31.5385,31.319,31.3294,30.7889,30.8567,31.0894,31.4348,31.563,30.5978,31.0145,31.4494,31.5222,31.7714,30.9865,31.2567,31.3989,31.5689,31.7634,30.8304,31.1662,31.4955,31.5293,31.692,30.8751,31.3862,31.4111,31.1906,31.3339,30.8005,31.1857,31.3126,31.2415,31.7764,30.8471,31.1265,31.596,31.639,31.9585,31.2509,31.2964,31.7019,31.7067,31.9344,31.0076,31.3378,31.552,31.7382,31.7929
89,8:22:19 AM,30.7852,31.1076,31.1117,31.2016,31.326,30.7309,31.0463,31.369,31.5834,31.5404,30.9588,31.1065,31.3551,31.6599,31.634,30.8896,31.2663,31.6146,31.4661,31.5256,30.9232,31.3293,31.3857,31.1823,31.4938,30.5032,31.2456,31.1247,31.1078,31.209,30.7279,30.9709,31.5271,31.794,31.7752,30.8974,31.2573,31.51,31.5893,31.7307,30.8753,31.244,31.5777,31.7442,31.5798,30.9948,31.305,31.6137,31.2135,31.3921,30.667,31.0898,31.5522,31.5272,31.6585,30.9409,31.0232,31.5629,31.8126,31.6905,31.0354,31.2641,31.3569,31.581,31.7814,30.9881,31.2078,30.9415,31.5951,31.7439,31.111,31.3015,31.5355,31.305,31.3301,30.8156,30.8612,31.0902,31.4355,31.5306,30.6023,31.0153,31.4502,31.5304,31.7352,30.9836,31.2464,31.3923,31.5548,31.7678,30.8349,31.1447,31.463,31.519,31.6965,30.85,31.3536,31.4156,31.1987,31.3088,30.795,31.1802,31.3108,31.2434,31.7338,30.8601,31.1432,31.609,31.6482,31.9604,31.2639,31.3094,31.7148,31.727,31.9363,31.0354,31.3507,31.5391,31.7512,31.791
90,8:22:39 AM,30.7808,31.1253,31.1517,31.2231,31.3549,30.7339,31.0011,31.3979,31.6049,31.5471,30.9655,31.1168,31.3507,31.6924,31.6924,30.9037,31.2914,31.6434,31.4616,31.5212,30.9558,31.4062,31.4182,31.2149,31.5005,30.5469,31.2448,31.1314,31.1329,31.223,30.7531,30.9738,31.5485,31.7785,31.7744,30.893,31.264,31.5167,31.5923,31.6967,30.8856,31.247,31.54,31.7471,31.5939,30.9904,31.319,31.6166,31.2276,31.4247,30.6751,31.1054,31.5346,31.4947,31.6703,30.9417,31.0388,31.5562,31.8134,31.6654,31.0214,31.276,31.3503,31.5744,31.7305,31.0037,31.1827,30.9275,31.6144,31.7631,31.1081,31.2985,31.5103,31.3169,31.3383,30.8364,30.8782,31.0998,31.4562,31.5217,30.6267,31.0212,31.4598,31.5178,31.7374,31.0006,31.256,31.4204,31.5496,31.7849,30.8519,31.1617,31.4579,31.5434,31.684,30.8707,31.3411,31.4215,31.2009,31.3295,30.8192,31.2043,31.3276,31.2712,31.7246,30.8732,31.1488,31.5999,31.6575,31.9513,31.277,31.3039,31.7168,31.7215,31.9382,31.0484,31.3601,31.5226,31.7421,31.8041
91,8:22:59 AM,30.7367,31.1072,31.1336,31.2049,31.3367,30.7121,30.9126,31.3613,31.5905,31.5363,30.9436,31.1098,31.3658,31.6189,31.6263,30.8892,31.2548,31.6401,31.4546,31.5104,30.9488,31.3843,31.3668,31.1671,31.4786,30.5067,31.2527,31.1134,31.1334,31.2198,30.7277,30.9596,31.5417,31.7679,31.7195,30.8824,31.2903,31.5097,31.5706,31.6676,30.8751,31.2475,31.5183,31.7144,31.6129,30.9872,31.3158,31.6245,31.2133,31.4215,30.6748,30.7829,31.5306,31.4833,31.6626,30.9599,31.0311,31.5707,31.813,31.6651,31.0137,31.2869,31.3537,31.5852,31.7265,31.0071,31.164,30.9197,31.5845,31.7443,31.1078,31.3093,31.5285,31.313,31.338,30.831,30.8839,31.1055,31.4434,31.5016,30.6325,31.0084,31.4581,31.5124,31.7062,30.9879,31.2506,31.4335,31.5479,31.7019,30.828,31.1452,31.4488,31.538,31.6786,30.8616,31.3357,31.3902,31.1807,31.3093,30.8014,31.1939,31.3283,31.2534,31.7142,30.8739,31.1606,31.6153,31.6618,31.904,31.274,31.3046,31.7211,31.7258,31.9352,31.0416,31.3497,31.5418,31.7243,31.801
92,8:23:19 AM,30.7546,31.1102,31.133,31.2154,31.3435,30.7188,30.9157,31.3644,31.6046,31.5542,30.9393,31.1203,31.3393,31.5998,31.6183,30.9071,31.2801,31.632,31.4687,31.5246,30.9445,31.3467,31.3995,31.2072,31.478,30.5307,31.247,31.0893,31.1314,31.2067,30.722,30.9502,31.5361,31.7733,31.7323,30.8805,31.2995,31.493,31.5723,31.6582,30.8805,31.2418,31.472,31.7346,31.5961,30.9927,31.3102,31.6078,31.2224,31.4121,30.6767,31.0959,31.5289,31.4853,31.6425,30.9361,31.0257,31.5542,31.8003,31.6635,31.0083,31.2889,31.3557,31.5798,31.7174,30.9944,31.1549,30.9107,31.6346,31.7463,31.132,31.3075,31.5342,31.3113,31.3178,30.81,30.8814,31.1179,31.452,31.5066,30.6226,31.0282,31.4741,31.5322,31.7148,30.9965,31.263,31.4532,31.5565,31.7217,30.8367,31.1724,31.4538,31.5134,31.6836,30.8592,31.3739,31.4247,31.2115,31.3179,30.7922,31.1884,31.3264,31.2552,31.6975,30.8499,31.155,31.595,31.6378,31.88,31.2685,31.3102,31.7341,31.7092,31.926,31.0361,31.3478,31.5141,31.7225,31.8176
93,8:23:39 AM,30.7402,31.1032,31.1371,31.2232,31.3587,30.7267,30.9272,31.3685,31.594,31.525,30.9212,31.117,31.2916,31.5596,31.578,30.8964,31.2583,31.5881,31.4469,31.5103,30.9338,31.2879,31.3481,31.1595,31.4562,30.5387,31.2476,31.1047,31.1357,31.2147,30.7077,30.9471,31.5256,31.7702,31.707,30.8811,31.2705,31.4935,31.5619,31.6255,30.8848,31.2609,31.4282,31.7352,31.6078,30.9859,31.3182,31.5899,31.2378,31.3868,30.6568,31.0724,31.5202,31.4765,31.6301,31.0051,31.0355,31.5344,31.8248,31.6474,31.0181,31.3172,31.3359,31.6118,31.7161,31.0337,31.161,30.9241,31.6517,31.7561,31.1085,31.321,31.5328,31.3211,31.3312,30.7445,30.8416,31.0967,31.4381,31.5076,30.7161,30.9922,31.4678,31.5258,31.6974,30.9605,31.3157,31.4284,31.5501,31.6783,30.8192,31.1659,31.4585,31.544,31.6587,30.8676,31.3785,31.4442,31.1866,31.3077,30.7892,31.1854,31.3309,31.2523,31.6797,30.8543,31.1817,31.618,31.657,31.8549,31.4134,31.4292,31.7533,31.7247,31.9304,30.9702,31.393,31.4076,31.7344,31.7888
94,8:23:59 AM,30.7224,31.1076,31.1377,31.2054,31.3482,30.7199,30.8908,31.3433,31.5835,31.5293,30.944,31.1028,31.2811,31.5898,31.5824,30.9192,31.2701,31.5777,31.4586,31.5257,30.9159,31.2701,31.3488,31.1564,31.4568,30.5394,31.252,31.0979,31.1437,31.219,30.6973,30.9478,31.5041,31.7746,31.6892,30.8781,31.2786,31.4683,31.5662,31.6336,30.8855,31.232,31.4547,31.7284,31.6158,30.9866,31.304,31.5869,31.2384,31.38,30.6689,31.0548,31.5139,31.4664,31.6385,31.0024,31.0254,31.5354,31.8183,31.641,31.0709,31.2997,31.3295,31.5943,31.7245,31.0052,31.1546,30.8992,31.6342,31.7571,31.1058,31.3256,31.5153,31.3222,31.3248,30.7762,30.8845,31.1173,31.4551,31.495,30.6776,31.0387,31.4699,31.5316,31.6921,30.9812,31.2994,31.4009,31.556,31.6768,30.9138,31.1422,31.4016,31.5203,31.6461,30.8475,31.3733,31.439,31.1887,31.2914,30.847,31.2024,31.3442,31.2656,31.6893,30.8862,31.1913,31.6387,31.674,31.8682,31.3343,31.3686,31.726,31.7638,31.9363,30.9946,31.41,31.4727,31.7477,31.8094
95,8:24:19 AM,30.718,31.0847,31.1149,31.2084,31.329,30.7377,30.8827,31.3242,31.5902,31.5212,30.9396,31.091,31.2767,31.5928,31.5669,30.9037,31.2398,31.5511,31.4542,31.5472,30.93,31.2657,31.3259,31.1188,31.4635,30.5438,31.2453,31.0691,31.1555,31.2197,30.7239,30.9559,31.5196,31.8048,31.6898,30.8862,31.2941,31.4727,31.5706,31.6084,30.8788,31.2216,31.4813,31.7292,31.6128,30.9873,31.3047,31.5765,31.2169,31.3733,30.6573,31.0655,31.4987,31.4549,31.6233,30.9613,31.025,31.5387,31.8142,31.6554,31.015,31.3141,31.3143,31.5791,31.7204,31.0048,31.1468,30.8988,31.619,31.7308,31.1017,31.2993,31.5038,31.2996,31.317,30.8018,30.8656,31.1058,31.4362,31.4724,30.6513,31.0088,31.4696,31.5091,31.6807,30.9956,31.2879,31.4006,31.5223,31.6801,30.832,31.1344,31.3716,31.5125,31.6236,30.8249,31.3174,31.4386,31.2364,31.2947,30.8553,31.1996,31.3451,31.2739,31.7197,30.8945,31.207,31.6063,31.6601,31.8359,31.3057,31.3141,31.7305,31.7388,31.9372,31.0658,31.3961,31.4625,31.7449,31.7807
96,8:24:39 AM,30.7521,31.0854,31.1267,31.2055,31.3335,30.7236,30.939,31.3323,31.6094,31.5219,30.9403,31.0881,31.296,31.5972,31.564,30.9007,31.248,31.5481,31.4734,31.5295,30.9234,31.2701,31.3229,31.1343,31.4494,30.5457,31.2435,31.0821,31.1685,31.1957,30.711,30.9504,31.5068,31.803,31.7102,30.8992,31.2738,31.4856,31.5392,31.6066,30.877,31.2273,31.5276,31.7015,31.5888,30.9855,31.3177,31.5821,31.2077,31.3789,30.6647,31.0728,31.495,31.4512,31.6122,30.9724,31.0362,31.5387,31.7994,31.6333,30.9854,31.2957,31.3328,31.5717,31.7315,31.0233,31.1357,30.8914,31.5968,31.7234,31.1165,31.314,31.5259,31.3107,31.3207,30.8155,30.8534,31.1011,31.4461,31.4788,30.6614,31.0262,31.4722,31.5191,31.6944,30.9723,31.3053,31.3884,31.5249,31.6643,30.8384,31.1407,31.4002,31.5004,31.6115,30.8609,31.3274,31.4486,31.2242,31.3121,30.8414,31.2116,31.3571,31.2711,31.7206,30.8732,31.1931,31.5888,31.7497,31.8774,31.3584,31.3298,31.7056,31.7323,31.9529,31.1111,31.3785,31.5114,31.7348,31.8001
97,8:24:59 AM,30.7603,31.0973,31.1275,31.2137,31.3343,30.7652,30.9731,31.3738,31.625,31.5227,30.9448,31.1037,31.3263,31.598,31.5832,30.9237,31.271,31.5711,31.4816,31.5229,30.9464,31.3115,31.3459,31.1314,31.4576,30.5503,31.2554,31.0755,31.1545,31.1965,30.7081,30.9587,31.5187,31.7743,31.6962,30.9111,31.2598,31.5086,31.5437,31.6295,30.8816,31.2355,31.6023,31.6912,31.5896,31.0085,31.3296,31.6014,31.2011,31.3908,30.6658,31.0814,31.474,31.4301,31.6134,30.9736,31.0262,31.5361,31.8116,31.6455,31.0236,31.2858,31.3339,31.5655,31.7326,31.006,31.1628,30.9295,31.6017,31.7393,31.125,31.304,31.5345,31.3156,31.3181,30.7997,30.8561,31.1149,31.4562,31.4815,30.6678,31.0511,31.4675,31.5366,31.7414,31.0047,31.3007,31.4096,31.5461,31.7224,30.8855,31.1582,31.4214,31.5105,31.6696,30.8747,31.3708,31.4698,31.2343,31.3111,30.8102,31.1952,31.3297,31.2658,31.7189,30.8827,31.1878,31.5577,31.7074,31.898,31.3346,31.3504,31.7114,31.7306,31.9402,31.0244,31.3843,31.5505,31.7627,31.7763
98,8:25:19 AM,30.7782,31.13,31.1418,31.2057,31.3152,30.772,30.9947,31.3843,31.6023,31.5221,30.9331,31.092,31.3516,31.6159,31.5679,30.9231,31.2778,31.589,31.4736,31.5223,30.9754,31.3738,31.3416,31.1456,31.4718,30.5449,31.2611,31.096,31.138,31.2022,30.7026,30.9459,31.5134,31.7873,31.7315,30.9095,31.2766,31.5143,31.5494,31.6463,30.9021,31.2338,31.5821,31.7191,31.5953,31.029,31.3797,31.6181,31.2179,31.3927,30.667,31.0826,31.4715,31.4165,31.6072,30.9674,31.0312,31.5521,31.8054,31.6431,31.0285,31.2907,31.3425,31.5667,31.7412,31.0183,31.1936,30.9122,31.614,31.7331,31.1595,31.3089,31.5172,31.3131,31.2971,30.7921,30.8373,31.0961,31.4522,31.485,30.6342,31.0287,31.4451,31.5179,31.7005,31.0007,31.2819,31.3946,31.5125,31.6926,30.8926,31.1616,31.3916,31.4844,31.6583,30.8966,31.3816,31.4696,31.2488,31.3108,30.8113,31.1962,31.327,31.2594,31.7827,30.8579,31.1851,31.5661,31.6825,31.8879,31.3283,31.3034,31.7124,31.7316,31.9339,31.0217,31.389,31.5183,31.749,31.7884
99,8:25:39 AM,30.7728,31.0987,31.1475,31.2077,31.3135,30.7592,31.0078,31.3937,31.6006,31.5241,30.9425,31.1088,31.3462,31.6179,31.6142,30.94,31.2946,31.591,31.4719,31.5059,30.9774,31.4276,31.3584,31.1587,31.459,30.548,31.2532,31.0918,31.1485,31.1831,30.7132,30.9491,31.5129,31.7683,31.7087,30.9015,31.2613,31.51,31.5489,31.6421,30.9163,31.2332,31.5742,31.7222,31.5874,31.0137,31.3902,31.6139,31.2026,31.3737,30.6904,31.0986,31.4765,31.3956,31.6048,30.9613,31.0435,31.5607,31.7955,31.6443,31.0445,31.2957,31.3364,31.5495,31.6871,31.027,31.1874,30.9283,31.6116,31.7233,31.1756,31.3471,31.5221,31.3108,31.3095,30.8135,30.8734,31.1175,31.4698,31.4879,30.6519,31.0278,31.4628,31.5429,31.6997,31.0147,31.2959,31.4048,31.519,31.7103,30.8807,31.1719,31.3908,31.4836,31.6981,30.9106,31.3845,31.4465,31.2257,31.2951,30.8682,31.2088,31.3322,31.2904,31.7693,30.9185,31.1866,31.6045,31.6913,31.9078,31.3482,31.3307,31.7286,31.7367,31.9575,31.0564,31.3942,31.516,31.7689,31.812
100,8:25:59 AM,30.7874,31.1281,31.1584,31.2149,31.3244,30.759,31.0187,31.3973,31.6115,31.5276,30.9682,31.1123,31.3423,31.6436,31.614,30.9361,31.3203,31.6204,31.505,31.5242,30.9994,31.4939,31.3952,31.1511,31.481,30.5516,31.2604,31.099,31.1446,31.1829,30.7167,30.9711,31.5238,31.7718,31.7122,30.9088,31.2649,31.5098,31.545,31.6049,30.931,31.2405,31.5333,31.7147,31.5872,31.0135,31.4196,31.6322,31.2209,31.3846,30.6906,31.1173,31.4768,31.3884,31.6125,30.9541,31.0438,31.561,31.7957,31.6446,31.0559,31.3033,31.3403,31.5572,31.691,31.0383,31.1692,30.9248,31.597,31.7199,31.1648,31.351,31.5445,31.3221,31.3097,30.8048,30.8796,31.1051,31.4538,31.4571,30.658,31.0377,31.4615,31.5158,31.68,31.0282,31.2872,31.3962,31.5252,31.6906,30.8794,31.1706,31.3858,31.475,31.6673,30.8945,31.3499,31.4305,31.1837,31.2828,30.8631,31.2036,31.3419,31.2668,31.7013,30.8986,31.1778,31.592,31.6825,31.8769,31.3357,31.3367,31.7161,31.7389,31.945,31.0513,31.3817,31.4961,31.7343,31.8142
